"name","followers","popularity","genres","uri","url","image"
"Biscits","29173","64","bass house| deep groove house| house| pop dance| uk tech house","spotify:artist:052B9SONfhoScw7dgYWw5o","https://open.spotify.com/artist/052B9SONfhoScw7dgYWw5o","https://i.scdn.co/image/ab6761610000e5eb03abc684a1ea430c10e90f09"
"Blossom","5882","43","bass house","spotify:artist:0FhgVFxDmcXH3blEWtt13V","https://open.spotify.com/artist/0FhgVFxDmcXH3blEWtt13V","https://i.scdn.co/image/ab6761610000e5eb0339752389a35e8d6fcd9608"
"Blunts & Blondes","42046","50","dubstep| electronic trap","spotify:artist:4XxIRZXk8xgrBmt0SNq7E3","https://open.spotify.com/artist/4XxIRZXk8xgrBmt0SNq7E3","https://i.scdn.co/image/ab6761610000e5ebe445a4aa2ce626954bbf0427"
"Borgore","567095","57","brostep| classic dubstep| dubstep| edm| electro house| electronic trap","spotify:artist:7u160I5qtBYZTQMLEIJmyz","https://open.spotify.com/artist/7u160I5qtBYZTQMLEIJmyz","https://i.scdn.co/image/ab6761610000e5eb6da689273a6f76a966518bf4"
"Born Dirty","20762","44","bass house| electro house","spotify:artist:0qM78DOdgnNPpq2CpTNgU5","https://open.spotify.com/artist/0qM78DOdgnNPpq2CpTNgU5","https://i.scdn.co/image/ab6761610000e5eb2870a3c2f4423643da16c368"
"Chapter & Verse","10895","54","bass house| deep groove house| house| uk tech house","spotify:artist:5yPVuutf3WAXUt1VqDaN1t","https://open.spotify.com/artist/5yPVuutf3WAXUt1VqDaN1t","https://i.scdn.co/image/ab6761610000e5eb67d42ea83964ef51373a4151"
"Charlotte de Witte","493067","59","belgian techno| electra","spotify:artist:1lJhME1ZpzsEa5M0wW6Mso","https://open.spotify.com/artist/1lJhME1ZpzsEa5M0wW6Mso","https://i.scdn.co/image/ab6761610000e5eba12a92f8afe549fb9766ff48"
"Chris Lorenzo","73145","67","bass house| deep groove house| electro house| house","spotify:artist:7tm9Tuc70geXOOyKhtZHIj","https://open.spotify.com/artist/7tm9Tuc70geXOOyKhtZHIj","https://i.scdn.co/image/ab6761610000e5ebdbf677efa21e32314dc976fb"
"CID","86974","60","bass house| deep groove house| edm| electro house| house| pop dance| progressive house","spotify:artist:4FCzCS0KEgb0rgySWINItO","https://open.spotify.com/artist/4FCzCS0KEgb0rgySWINItO","https://i.scdn.co/image/ab6761610000e5ebd89d6344ed634e67e4ac036e"
"Cloonee","62118","61","house","spotify:artist:7MdlXmq2HViAJWo9cf30sR","https://open.spotify.com/artist/7MdlXmq2HViAJWo9cf30sR","https://i.scdn.co/image/ab6761610000e5eb597c50a322876e6b096e71b7"
"Craig Connelly","24780","51","progressive house| progressive trance| progressive uplifting trance| trance| uplifting trance","spotify:artist:78UUH1buA0gDtDnkX2dPgL","https://open.spotify.com/artist/78UUH1buA0gDtDnkX2dPgL","https://i.scdn.co/image/ab6761610000e5eb34629b93a847486f06db9825"
